# Requirement differences between 'cis-r3' and 'cis-r4'
# Format: NAME,ABSENT-IN-<FILE>,PRESENT-IN-<FILE>,REQ_OR_NA
Maintain Secure Images,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
makeIPTablesUtilChains,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
Minimize access to webhook configuration objects,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Minimize the admission of containers wishing to share the host IPC namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Minimize the admission of containers wishing to share the host network namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Minimize the admission of containers wishing to share the host process ID namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Minimize the admission of containers with allowPrivilegeEscalation
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Ensure AmazonEKSNetworkingPolicy is Enabled and set
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Ensure CNI plugin supports network policies
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Ensure clusters are created with Private Endpoint Enabled and Public Access Disabled
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Ensure clusters are created with Private Nodes
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Ensure that all Namespaces have Network Policies
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Limit container access to the host IPC namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Limit container access to the host network namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Limit container access to the host process ID namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Limit use of the Bind, Impersonate and Escalate permissions in the Kubernetes cluster
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Manage Kubernetes RBAC users with AWS IAM Authenticator for Kubernetes or Upgrade to AWS CLI v1.16.156 or greater
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize access to create persistent volumes
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize access to the proxy sub-resource of nodes
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize access to the service account token creation
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize access to webhook configuration objects
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize admission of containers wishing to share the host IPC namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize admission of containers wishing to share the host network namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize admission of containers wishing to share the host process ID namespace
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize admission of containers with allowPrivilegeEscalation
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Prefer using secrets as files over secrets as environment variables
Minimize Admission of Privileged Containers,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Restrict Access to the Control Plane Endpoint
Minimize the admission of privileged containers,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Minimize wildcard use in Roles and ClusterRoles,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Network Policies,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
Network-Based URL Filters,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
Pod Security Policy,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
RBAC Access Control Restrictions,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
RBAC and Service Accounts,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Restrict Administrator Privileges to Dedicated Administrator Accounts,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Restrict Administrator Privileges to Dedicated Administrator Accounts
Restrict Administrator Privileges to Dedicated Administrator Accounts,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Do not generally permit containers to be run with the allowPrivilegeEscalation flag set to true.
Restrict Administrator Privileges to Dedicated Administrator Accounts,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Do not generally permit containers to share the host network namespace.
Restrict Administrator Privileges to Dedicated Administrator Accounts v8,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Restrict Administrator Privileges to Dedicated Administrator Accounts v8,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,Ensure that all users with administrative account access use a dedicated or ● ● ● secondary account for elevated activities.
Restrict Administrator Privileges to Dedicated Administrator Accounts v8,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize Cluster Access to Read-Only for Amazon ECR (Manual)
Restrict Administrator Privileges to Dedicated Administrator Accounts v8,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Minimize Container Registries to only those approved (Manual)
Restrict Administrator Privileges to Dedicated Administrator Accounts v8,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,Use Dedicated Administrative Accounts v7
RotateKubeletServerCertificate,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Secure Network Management Protocols,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Use aws eks create-nodegroup with only private subnets,ABSENT-IN-cis-r4,PRESENT-IN-cis-r3,NA
Webhook Authentication Enabled,ABSENT-IN-cis-r3,PRESENT-IN-cis-r4,NA
